word,sliderResponse,condition
randomness,17,abstract
anxiety,40,abstract
panther,56,concrete
mirror,64,concrete
bracelet,41,abstract
misconception,41,abstract
bracelet,64,abstract
badger,39,concrete
randomness,62,abstract
misconception,10,abstract
badger,41,concrete
sanity,12,abstract
communication,64,abstract
shyness,100,abstract
bus,84,concrete
democracy,58,concrete
apple,81,concrete
noun,69,abstract
passion,73,concrete
dream,76,concrete
reality,6,abstract
magazine,31,abstract
democracy,60,concrete
cabinet,69,concrete
anxiety,35,abstract
skin,87,concrete
trouble,57,concrete
reality,23,abstract
discomfort,16,abstract
needle,62,concrete
toast,88,concrete
flag,56,concrete
magic,12,abstract
weariness,87,abstract
shyness,34,abstract
randomness,83,abstract
regret,26,abstract
bunkbed,64,abstract
tie,90,abstract
skin,94,concrete
kangaroo,100,concrete
freedom,97,concrete
elegance,96,abstract
needle,41,concrete
reality,78,abstract
jeans,31,concrete
bracelet,93,abstract
badger,100,concrete
modesty,55,abstract
elegance,83,abstract
bunkbed,89,abstract
dream,94,concrete
train,24,concrete
anxiety,80,abstract
sanity,32,abstract
panther,95,concrete
bread,95,concrete
diner,97,abstract
tree,91,concrete
regret,84,abstract
magic,59,abstract
tree,93,concrete
weariness,70,abstract
magic,94,abstract
tie,80,abstract
magic,78,abstract
bunkbed,16,abstract
anxiety,94,abstract
needle,59,concrete
badger,100,concrete
skin,41,concrete
shyness,0,abstract
flag,70,concrete
misconception,0,abstract
democracy,84,concrete
communication,100,abstract
toast,63,concrete
flag,100,concrete
magazine,34,abstract
trouble,0,concrete
misconception,67,abstract
cabinet,37,concrete
apple,100,concrete
sanity,22,abstract
dream,38,concrete
noun,59,abstract
bracelet,29,abstract
notion,25,abstract
kangaroo,23,concrete
bus,100,concrete
trouble,30,concrete
panther,49,concrete
train,25,concrete
democracy,99,concrete
reality,12,abstract
train,100,concrete
communication,66,abstract
toast,84,concrete
modesty,62,abstract
bus,97,concrete
magic,9,abstract
magic,73,abstract
jeans,83,concrete
kangaroo,83,concrete
badger,70,concrete
elegance,76,abstract
bunkbed,63,abstract
discomfort,77,abstract
tree,82,concrete
discomfort,86,abstract
skin,39,concrete
randomness,8,abstract
randomness,72,abstract
shyness,65,abstract
bus,86,concrete
passion,83,concrete
freedom,98,concrete
notion,14,abstract
mirror,30,concrete
jeans,89,concrete
reality,18,abstract
skin,87,concrete
notion,9,abstract
tree,54,concrete
bread,84,concrete
cabinet,72,concrete
bracelet,82,abstract
modesty,27,abstract
train,34,concrete
apple,85,concrete
panther,90,concrete
regret,60,abstract
tie,99,abstract
regret,19,abstract
cabinet,86,concrete
freedom,69,concrete
mirror,84,concrete
anxiety,24,abstract
panther,100,concrete
reality,92,abstract
magazine,87,abstract
diner,17,abstract
weariness,85,abstract
bread,42,concrete
needle,88,concrete
passion,81,concrete
diner,83,abstract
elegance,24,abstract
anxiety,83,abstract
mirror,78,concrete
regret,91,abstract
noun,17,abstract
tie,21,abstract
toast,80,concrete
dream,82,concrete
kangaroo,65,concrete
sanity,72,abstract
bunkbed,81,abstract
passion,38,concrete
communication,48,abstract
tree,70,concrete
panther,57,concrete
democracy,100,concrete
modesty,29,abstract
passion,100,concrete
randomness,10,abstract
flag,14,concrete
misconception,4,abstract
elegance,65,abstract
weariness,49,abstract
cabinet,67,concrete
bus,63,concrete
randomness,3,abstract
modesty,29,abstract
weariness,17,abstract
freedom,28,concrete
bunkbed,66,abstract
shyness,30,abstract
elegance,52,abstract
kangaroo,68,concrete
bread,86,concrete
discomfort,58,abstract
needle,100,concrete
train,38,concrete
discomfort,71,abstract
misconception,81,abstract
magic,5,abstract
mirror,75,concrete
apple,89,concrete
diner,18,abstract
democracy,57,concrete
reality,0,abstract
magazine,29,abstract
apple,100,concrete
dream,82,concrete
skin,84,concrete
freedom,23,concrete
bracelet,9,abstract
magic,21,abstract
tree,83,concrete
reality,26,abstract
dream,20,concrete
notion,0,abstract
anxiety,52,abstract
communication,17,abstract
trouble,11,concrete
badger,73,concrete
noun,7,abstract
tie,10,abstract
noun,51,abstract
apple,44,concrete
anxiety,17,abstract
badger,72,concrete
diner,20,abstract
bread,100,concrete
tree,64,concrete
shyness,70,abstract
noun,63,abstract
jeans,100,concrete
dream,35,concrete
needle,39,concrete
regret,15,abstract
randomness,26,abstract
jeans,88,concrete
sanity,9,abstract
toast,42,concrete
badger,73,concrete
panther,23,concrete
magazine,4,abstract
trouble,60,concrete
flag,51,concrete
bracelet,27,abstract
passion,68,concrete
sanity,39,abstract
regret,35,abstract
sanity,13,abstract
skin,82,concrete
tie,7,abstract
jeans,56,concrete
weariness,50,abstract
freedom,59,concrete
cabinet,58,concrete
regret,50,abstract
magic,15,abstract
diner,31,abstract
communication,5,abstract
bunkbed,25,abstract
shyness,11,abstract
modesty,21,abstract
elegance,25,abstract
bus,72,concrete
magazine,9,abstract
skin,21,concrete
train,9,concrete
apple,76,concrete
communication,17,abstract
toast,74,concrete
magazine,27,abstract
noun,1,abstract
misconception,54,abstract
freedom,8,concrete
misconception,2,abstract
trouble,57,concrete
democracy,19,concrete
badger,80,concrete
toast,31,concrete
flag,59,concrete
mirror,50,concrete
kangaroo,65,concrete
bracelet,19,abstract
building,77,abstract
anxiety,14,abstract
notion,49,abstract
despair,69,abstract
oddity,68,abstract
mirror,36,concrete
train,66,concrete
moose,75,concrete
bread,61,concrete
elegance,41,abstract
wilderness,74,concrete
trouble,7,concrete
bunkbed,13,abstract
joy,75,concrete
vagueness,69,concrete
panther,68,concrete
needle,36,concrete
modesty,11,abstract
kangaroo,9,concrete
windmill,66,abstract
absurdity,68,abstract
tie,1,abstract
berry,67,concrete
bread,23,concrete
diner,0,abstract
tortoise,66,concrete
tree,91,concrete
discretion,65,abstract
democracy,13,concrete
love,68,concrete
reality,0,abstract
discomfort,61,abstract
chest,72,abstract
verb,74,abstract
needle,50,concrete
shyness,54,abstract
chair,18,concrete
randomness,1,abstract
cornflour,67,concrete
embarrassment,57,concrete
harp,72,abstract
weariness,40,abstract
sanity,0,abstract
discretion,20,abstract
chair,75,concrete
canyon,73,abstract
verb,21,abstract
bus,94,concrete
fire,73,concrete
joy,60,concrete
jeans,67,concrete
embarrassment,70,concrete
oddity,69,abstract
iron,71,concrete
flag,50,concrete
dread,76,concrete
blessing,78,abstract
dread,72,concrete
discomfort,9,abstract
absurdity,66,abstract
window,77,concrete
ocean,73,concrete
dream,15,concrete
cornflour,51,concrete
passion,94,concrete
vegetable,77,concrete
chaos,68,abstract
cabinet,66,concrete
windmill,30,abstract
earphones,40,concrete
notion,0,abstract
clarity,74,concrete
skin,48,concrete
glee,63,abstract
suffering,69,concrete
joy,26,concrete
wilderness,59,concrete
purse,28,abstract
bracelet,5,abstract
vegetable,77,concrete
purse,61,abstract
train,76,concrete
purse,76,abstract
chaos,19,abstract
peculiarity,76,abstract
diversity,80,abstract
dread,53,concrete
earphones,78,concrete
clarity,64,concrete
suffering,55,concrete
ego,63,abstract
shyness,34,abstract
windmill,29,abstract
ego,79,abstract
discretion,46,abstract
fame,81,concrete
discretion,36,abstract
blessing,66,abstract
cockroach,78,concrete
peculiarity,80,abstract
shirt,20,abstract
cornflour,38,concrete
panther,68,concrete
chair,45,concrete
harp,25,abstract
shirt,85,abstract
glee,79,abstract
moose,44,concrete
warehouse,75,abstract
bracelet,47,abstract
chest,57,abstract
fire,71,concrete
chest,8,abstract
blessing,67,abstract
clarity,67,concrete
despair,12,abstract
windmill,70,abstract
regret,48,abstract
berry,90,concrete
verb,23,abstract
earphones,54,concrete
peculiarity,16,abstract
vagueness,86,concrete
magazine,34,abstract
building,72,abstract
clarity,80,concrete
despair,69,abstract
cockroach,64,concrete
trouble,34,concrete
ocean,51,concrete
fame,30,concrete
diversity,88,abstract
berry,87,concrete
building,69,abstract
berry,81,concrete
berry,10,concrete
dread,31,concrete
randomness,30,abstract
love,89,concrete
shirt,33,abstract
shirt,19,abstract
moose,2,concrete
chest,38,abstract
cornflour,68,concrete
harp,27,abstract
love,15,concrete
suffering,87,concrete
despair,73,abstract
chair,23,concrete
canyon,77,abstract
weariness,38,abstract
fame,64,concrete
ego,83,abstract
joy,38,concrete
oddity,6,abstract
wilderness,88,concrete
dread,72,concrete
ocean,2,concrete
passion,60,concrete
verb,15,abstract
moose,21,concrete
chaos,94,abstract
oddity,10,abstract
harp,12,abstract
verb,37,abstract
chest,15,abstract
blessing,5,abstract
cockroach,83,concrete
building,70,abstract
jeans,60,concrete
suffering,61,concrete
suffering,60,concrete
tortoise,88,concrete
clarity,7,concrete
iron,94,concrete
chaos,31,abstract
tie,45,abstract
embarrassment,74,concrete
shirt,60,abstract
ocean,93,concrete
diversity,5,abstract
peculiarity,27,abstract
iron,62,concrete
badger,46,concrete
fire,75,concrete
diversity,87,abstract
chest,37,abstract
love,51,concrete
blessing,59,abstract
shirt,3,abstract
canyon,75,abstract
glee,73,abstract
noun,22,abstract
window,35,concrete
harp,61,abstract
window,24,concrete
windmill,43,abstract
windmill,63,abstract
warehouse,89,abstract
cockroach,60,concrete
modesty,70,abstract
canyon,9,abstract
verb,36,abstract
moose,75,concrete
vegetable,61,concrete
despair,65,abstract
vagueness,56,concrete
reality,28,abstract
diversity,17,abstract
window,3,concrete
love,75,concrete
despair,71,abstract
moose,56,concrete
warehouse,53,abstract
diversity,44,abstract
tortoise,61,concrete
chair,60,concrete
vagueness,13,concrete
freedom,55,concrete
iron,4,concrete
windmill,58,abstract
fame,60,concrete
iron,69,concrete
fame,60,concrete
democracy,64,concrete
vegetable,48,concrete
ego,54,abstract
warehouse,61,abstract
canyon,54,abstract
warehouse,61,abstract
fire,80,concrete
fire,23,concrete
needle,55,concrete
chaos,58,abstract
fire,69,concrete
moose,71,concrete
chaos,47,abstract
joy,30,concrete
absurdity,37,abstract
purse,60,abstract
absurdity,20,abstract
fire,50,concrete
cabinet,71,concrete
harp,68,abstract
ego,11,abstract
despair,58,abstract
cockroach,60,concrete
vagueness,86,concrete
embarrassment,71,concrete
chair,49,concrete
cockroach,63,concrete
earphones,5,concrete
purse,51,abstract
notion,27,abstract
fame,6,concrete
cockroach,60,concrete
glee,6,abstract
suffering,22,concrete
love,88,concrete
iron,45,concrete
joy,16,concrete
vagueness,32,concrete
ego,17,abstract
chair,7,concrete
blessing,86,abstract
canyon,39,abstract
fame,56,concrete
vagueness,3,concrete
moose,56,concrete
ocean,80,concrete
earphones,94,concrete
oddity,25,abstract
oddity,11,abstract
warehouse,58,abstract
joy,75,concrete
shirt,64,abstract
window,89,concrete
canyon,59,abstract
elegance,76,abstract
chest,60,abstract
iron,62,concrete
building,7,abstract
clarity,60,concrete
vegetable,31,concrete
cockroach,65,concrete
vagueness,67,concrete
embarrassment,75,concrete
harp,5,abstract
mirror,73,concrete
blessing,66,abstract
earphones,18,concrete
absurdity,20,abstract
tortoise,57,concrete
verb,0,abstract
discretion,30,abstract
peculiarity,13,abstract
windmill,75,abstract
tortoise,57,concrete
verb,30,abstract
wilderness,73,concrete
iron,86,concrete
peculiarity,15,abstract
tortoise,57,concrete
dread,6,concrete
cockroach,85,concrete
ocean,71,concrete
purse,66,abstract
anxiety,43,abstract
ocean,58,concrete
glee,60,abstract
joy,3,concrete
tortoise,61,concrete
joy,72,concrete
earphones,10,concrete
wilderness,73,concrete
apple,82,concrete
suffering,5,concrete
suffering,63,concrete
joy,36,concrete
discretion,24,abstract
warehouse,23,abstract
bus,83,concrete
absurdity,7,abstract
cornflour,68,concrete
despair,54,abstract
ego,11,abstract
tortoise,63,concrete
glee,15,abstract
vegetable,76,concrete
warehouse,5,abstract
kangaroo,80,concrete
window,95,concrete
chaos,57,abstract
harp,28,abstract
fire,68,concrete
peculiarity,58,abstract
fame,6,concrete
bunkbed,72,abstract
tortoise,50,concrete
love,71,concrete
chaos,25,abstract
wilderness,64,concrete
building,47,abstract
embarrassment,5,concrete
suffering,58,concrete
tree,77,concrete
wilderness,79,concrete
verb,6,abstract
canyon,71,abstract
ego,59,abstract
oddity,0,abstract
chaos,23,abstract
cornflour,66,concrete
purse,7,abstract
diner,12,abstract
windmill,40,abstract
tortoise,12,concrete
berry,63,concrete
discretion,7,abstract
berry,73,concrete
wilderness,74,concrete
wilderness,99,concrete
bread,81,concrete
vegetable,66,concrete
harp,15,abstract
clarity,6,concrete
ego,25,abstract
glee,99,abstract
moose,46,concrete
flag,81,concrete
discretion,65,abstract
cornflour,68,concrete
cornflour,7,concrete
absurdity,14,abstract
fame,33,concrete
glee,67,abstract
fame,99,concrete
ocean,75,concrete
clarity,49,concrete
glee,25,abstract
verb,18,abstract
discomfort,58,abstract
earphones,50,concrete
wilderness,73,concrete
absurdity,27,abstract
oddity,10,abstract
absurdity,100,abstract
chaos,28,abstract
iron,15,concrete
embarrassment,63,concrete
earphones,41,concrete
misconception,63,abstract
chest,61,abstract
canyon,61,abstract
vegetable,64,concrete
windmill,61,abstract
discretion,25,abstract
cornflour,63,concrete
blessing,20,abstract
purse,68,abstract
chair,100,concrete
berry,68,concrete
peculiarity,25,abstract
embarrassment,32,concrete
ego,55,abstract
ocean,83,concrete
embarrassment,66,concrete
chair,72,concrete
ocean,87,concrete
despair,100,abstract
wilderness,76,concrete
love,60,concrete
suffering,47,concrete
glee,65,abstract
sanity,78,abstract
despair,28,abstract
glee,42,abstract
peculiarity,72,abstract
ocean,81,concrete
iron,55,concrete
moose,62,concrete
dread,98,concrete
canyon,62,abstract
warehouse,29,abstract
chaos,31,abstract
dream,72,concrete
clarity,82,concrete
vegetable,82,concrete
chair,57,concrete
clarity,37,concrete
diversity,40,abstract
window,62,concrete
glee,46,abstract
berry,71,concrete
toast,92,concrete
warehouse,42,abstract
iron,60,concrete
dread,64,concrete
canyon,39,abstract
window,28,concrete
oddity,63,abstract
canyon,99,abstract
diversity,27,abstract
despair,68,abstract
vegetable,74,concrete
chest,57,abstract
window,34,concrete
earphones,39,concrete
love,65,concrete
building,63,abstract
oddity,32,abstract
magic,28,abstract
fire,81,concrete
cockroach,92,concrete
windmill,53,abstract
shirt,33,abstract
building,34,abstract
shirt,14,abstract
berry,63,concrete
wilderness,62,concrete
window,77,concrete
discretion,14,abstract
window,66,concrete
fame,70,concrete
earphones,100,concrete
purse,58,abstract
communication,77,abstract
cornflour,73,concrete
earphones,39,concrete
vagueness,9,concrete
ego,12,abstract
window,35,concrete
discretion,66,abstract
discretion,28,abstract
blessing,61,abstract
absurdity,19,abstract
dread,42,concrete
suffering,35,concrete
despair,49,abstract
love,69,concrete
verb,6,abstract
shirt,100,abstract
cornflour,38,concrete
fire,60,concrete
diversity,64,abstract
discretion,7,abstract
love,79,concrete
canyon,81,abstract
window,76,concrete
shirt,55,abstract
wilderness,35,concrete
fire,75,concrete
peculiarity,100,abstract
peculiarity,51,abstract
chest,58,abstract
ego,74,abstract
verb,59,abstract
berry,36,concrete
verb,7,abstract
absurdity,70,abstract
harp,40,abstract
canyon,60,abstract
building,24,abstract
discretion,100,abstract
diversity,57,abstract
tortoise,64,concrete
vegetable,100,concrete
chaos,67,abstract
oddity,55,abstract
cockroach,65,concrete
purse,13,abstract
oddity,100,abstract
fame,7,concrete
glee,11,abstract
absurdity,10,abstract
diversity,57,abstract
despair,60,abstract
cockroach,72,concrete
dread,77,concrete
vegetable,100,concrete
chair,66,concrete
blessing,47,abstract
blessing,63,abstract
vagueness,23,concrete
suffering,25,concrete
purse,62,abstract
moose,8,concrete
vagueness,29,concrete
purse,22,abstract
building,63,abstract
diversity,25,abstract
dread,19,concrete
fire,73,concrete
clarity,61,concrete
diversity,100,abstract
peculiarity,31,abstract
chaos,48,abstract
building,34,abstract
wilderness,82,concrete
ego,35,abstract
building,84,abstract
warehouse,33,abstract
shirt,74,abstract
warehouse,59,abstract
windmill,65,abstract
chair,29,concrete
embarrassment,72,concrete
purse,17,abstract
absurdity,26,abstract
absurdity,63,abstract
cornflour,80,concrete
warehouse,39,abstract
harp,4,abstract
ego,99,abstract
clarity,22,concrete
dread,65,concrete
vegetable,68,concrete
chair,85,concrete
chest,37,abstract
dread,18,concrete
chest,49,abstract
suffering,55,concrete
berry,70,concrete
iron,77,concrete
embarrassment,79,concrete
shirt,18,abstract
ocean,56,concrete
blessing,26,abstract
berry,79,concrete
diversity,34,abstract
canyon,81,abstract
fame,5,concrete
tortoise,100,concrete
dread,65,concrete
clarity,24,concrete
peculiarity,36,abstract
window,45,concrete
dread,49,concrete
ocean,70,concrete
iron,75,concrete
suffering,64,concrete
fame,23,concrete
peculiarity,56,abstract
chair,31,concrete
discretion,25,abstract
